date,advances,declines,totalVolume,totalTrades,buy_volume,sell_volume,breadth,breadth_ma5,breadth_momentum,total_vol,buy_ratio,sentiment_shift,volume_ma20,volume_ratio,breadth_vol,sentiment_vol,breadth_lag1,sentiment_lag1,breadth_lag3,sentiment_lag3,breadth_lag5,sentiment_lag5,target
2022-12-14,5368,4234,29531.153589,10180,0.0,0.0,0.11808809746954077,0.11255517180365171,0.0045582785944262155,0.0,0.0,0.0,13013.4554678,0.07600233466911276,0.23927064953350366,0.0,0.11808809746954077,0.0,0.11808809746954077,0.0,0.11808809746954077,0.0,1
2022-12-14,4352,3401,22720.484933,7973,0.0,0.0,0.12264637606396699,0.11255517180365171,0.0045582785944262155,0.0,0.0,0.0,13013.4554678,0.07600233466911276,0.23927064953350366,0.0,0.11808809746954077,0.0,0.11808809746954077,0.0,0.11808809746954077,0.0,1
2022-12-14,873,730,5391.859383,1941,0.0,0.0,0.08915211970074813,0.11255517180365171,-0.03349425636321886,0.0,0.0,0.0,13013.4554678,0.07600233466911276,0.23927064953350366,0.0,0.12264637606396699,0.0,0.11808809746954077,0.0,0.11808809746954077,0.0,1
2022-12-14,143,103,1418.809273,266,0.0,0.0,0.16194331983805668,0.11255517180365171,0.07279120013730855,0.0,0.0,0.0,13013.4554678,0.07600233466911276,0.23927064953350366,0.0,0.08915211970074813,0.0,0.11808809746954077,0.0,0.11808809746954077,0.0,1
2022-12-15,5230,4537,30786.777077,10297,0.0,0.0,0.07094594594594594,0.11255517180365171,-0.09099737389211074,0.0,0.0,0.0,13013.4554678,0.07600233466911276,0.23927064953350366,0.0,0.16194331983805668,0.0,0.12264637606396699,0.0,0.11808809746954077,0.0,1
2022-12-15,4521,3405,24315.490548,8146,0.0,0.0,0.1407846600227072,0.117094484314285,0.06983871407676126,0.0,0.0,0.0,13013.4554678,0.07600233466911276,0.23927064953350366,0.0,0.07094594594594594,0.0,0.08915211970074813,0.0,0.11808809746954077,0.0,1
2022-12-15,647,949,5138.826528,1897,0.0,0.0,-0.18910457107075768,0.05474429488734005,-0.3298892310934649,0.0,0.0,0.0,13013.4554678,0.07600233466911276,0.23927064953350366,0.0,0.1407846600227072,0.0,0.16194331983805668,0.0,0.12264637606396699,0.0,2
2022-12-15,62,183,1332.46,254,0.0,0.0,-0.491869918699187,-0.06146011279264697,-0.3027653476284293,0.0,0.0,0.0,13013.4554678,0.07600233466911276,0.23927064953350366,0.0,-0.18910457107075768,0.0,0.07094594594594594,0.0,0.08915211970074813,0.0,2
2022-12-16,76,133,1109.799,223,0.0,0.0,-0.2714285714285714,-0.1481344910459726,0.2204413472706156,0.0,0.0,0.0,13013.4554678,0.07600233466911276,0.23927064953350366,0.0,-0.491869918699187,0.0,0.1407846600227072,0.0,0.16194331983805668,0.0,2
2022-12-16,498,991,3257.655211,1750,0.0,0.0,-0.3308724832214765,-0.2284981768794571,-0.05944391179290509,0.0,0.0,0.0,13013.4554678,0.07600233466911276,0.23927064953350366,0.0,-0.2714285714285714,0.0,-0.18910457107075768,0.0,0.07094594594594594,0.0,2
2022-12-16,3748,5413,20391.75677,9605,0.0,0.0,-0.18172888015717092,-0.2930008849154327,0.14914360306430557,0.0,0.0,0.0,13013.4554678,0.07600233466911276,0.2334723103512511,0.0,-0.3308724832214765,0.0,-0.491869918699187,0.0,0.1407846600227072,0.0,2
2022-12-16,3174,4289,16023.621466,7632,0.0,0.0,-0.14938370846730975,-0.28505671239474306,0.032345171689861174,0.0,0.0,0.0,13013.4554678,0.07600233466911276,0.22176197609810994,0.0,-0.18172888015717092,0.0,-0.2714285714285714,0.0,-0.18910457107075768,0.0,2
2022-12-19,1983,7375,24290.994926,9913,0.0,0.0,-0.5761299284111551,-0.30190871433713673,-0.4267462199438453,0.0,0.0,0.0,13013.4554678,0.07600233466911276,0.25146243880579605,0.0,-0.14938370846730975,0.0,-0.3308724832214765,0.0,-0.491869918699187,0.0,2
2022-12-19,1408,6225,19851.75866,7850,0.0,0.0,-0.6309929263819753,-0.37382158532781756,-0.05486299797082028,0.0,0.0,0.0,13013.4554678,0.07600233466911276,0.2560433024663186,0.0,-0.5761299284111551,0.0,-0.18172888015717092,0.0,-0.2714285714285714,0.0,2
2022-12-19,506,984,3532.620266,1811,0.0,0.0,-0.3205902079141516,-0.37176513026635255,0.31040271846782375,0.0,0.0,0.0,13013.4554678,0.07600233466911276,0.22805300996813718,0.0,-0.6309929263819753,0.0,-0.14938370846730975,0.0,-0.3308724832214765,0.0,2
2022-12-19,69,166,906.616,252,0.0,0.0,-0.4110169491525424,-0.4176227440654269,-0.09042674123839078,0.0,0.0,0.0,13013.4554678,0.07600233466911276,0.16849445417577977,0.0,-0.3205902079141516,0.0,-0.5761299284111551,0.0,-0.18172888015717092,0.0,2
2022-12-20,2312,7263,25134.212863,10211,0.0,0.0,-0.5170217209690894,-0.49115034656578277,-0.106004771816547,0.0,0.0,0.0,13013.4554678,0.07600233466911276,0.16441333757750506,0.0,-0.4110169491525424,0.0,-0.6309929263819753,0.0,-0.14938370846730975,0.0,2
2022-12-20,1644,6154,20551.514365,8043,0.0,0.0,-0.5782792665726375,-0.4915802141980793,-0.061257545603548125,0.0,0.0,0.0,13013.4554678,0.07600233466911276,0.1725425551590985,0.0,-0.5170217209690894,0.0,-0.3205902079141516,0.0,-0.5761299284111551,0.0,2
2022-12-20,566,976,3593.569498,1923,0.0,0.0,-0.2657161373946857,-0.4185248564006213,0.3125631291779518,0.0,0.0,0.0,13013.4554678,0.07600233466911276,0.17301235868582346,0.0,-0.5782792665726375,0.0,-0.4110169491525424,0.0,-0.6309929263819753,0.0,2
2022-12-20,102,133,989.129,245,0.0,0.0,-0.13135593220338984,-0.380678001258469,0.13436020519129585,0.0,0.0,0.0,13013.4554678,0.07600233466911276,0.19185724176129262,0.0,-0.2657161373946857,0.0,-0.5170217209690894,0.0,-0.3205902079141516,0.0,2
2022-12-21,164,122,793.585,301,0.0,0.0,0.14634146341463414,-0.26920631874503365,0.277697395618024,0.0,0.0,0.0,11576.57703835,0.06854499843717725,0.24849871688063052,0.0,-0.13135593220338984,0.0,-0.5782792665726375,0.0,-0.4110169491525424,0.0,1
